gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,TenureGroup,ChargesRatio
0,0,1,0,65,1,1,1,0,1,0,1,1,1,1,55.15,3673.15,0,0,0,0,1,5+ years,65.41674087266252
1,0,1,1,46,1,1,1,0,1,0,0,1,1,0,56.9,2560.1,1,0,0,0,1,2-4 years,44.21588946459413
1,0,1,1,36,1,1,1,0,1,0,1,1,0,1,63.7,2188.5,1,0,1,0,0,2-4 years,33.82534775888717
0,0,1,1,56,1,0,1,0,0,1,1,1,0,0,68.75,3815.4,1,0,0,0,0,4-5 years,54.701075268817206
0,0,1,1,50,1,1,2,1,1,1,1,1,1,1,69.75,3557.7,0,0,0,0,0,4-5 years,50.285512367491165
1,0,1,1,66,1,0,0,0,0,0,0,0,0,1,25.7,1714.55,1,0,1,0,0,5+ years,64.21535580524345
1,0,0,0,62,1,0,2,0,0,0,1,1,1,0,90.7,5586.45,0,0,0,0,0,5+ years,60.920937840785164
0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,25.45,84.2,0,0,0,0,1,0-1 year,3.183364839319471
0,0,0,0,13,1,1,1,0,0,1,0,1,0,0,67.8,842.25,0,0,0,0,0,1-2 years,12.242005813953488
1,0,0,0,19,1,1,0,0,0,0,0,0,0,0,19.65,358.15,0,1,0,0,1,1-2 years,17.343825665859566
0,0,1,0,53,1,0,1,0,0,0,1,1,0,0,74.1,3833.95,1,0,0,0,0,4-5 years,51.05126498002663
1,0,1,1,50,1,1,1,1,1,1,1,1,1,1,44.8,2230.85,1,0,0,0,0,4-5 years,48.70851528384279
0,0,1,1,13,1,1,0,0,0,0,0,0,0,0,20.85,272.35,0,1,0,0,1,1-2 years,12.464530892448513
0,0,0,0,37,1,1,0,0,0,0,0,0,0,0,19.8,813.3,0,1,0,0,1,2-4 years,39.10096153846153
1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,20.7,57.5,0,0,0,0,1,0-1 year,2.6497695852534564
0,0,0,0,2,1,0,1,1,0,1,1,1,1,0,54.15,101.65,0,0,0,0,1,0-1 year,1.8431550317316412
1,0,1,1,59,1,1,0,0,0,0,0,0,0,0,19.5,1147.85,0,1,0,0,1,4-5 years,55.99268292682926
1,0,1,0,3,1,1,0,0,0,0,0,0,0,0,20.0,49.65,0,0,0,0,0,0-1 year,2.3642857142857143
0,0,0,0,66,1,0,2,0,0,0,0,0,1,1,104.55,6779.05,1,0,0,0,0,5+ years,64.22595926101374
1,0,1,1,70,1,0,0,0,0,0,0,0,0,0,25.15,1790.15,0,1,1,0,0,5+ years,68.45697896749523
0,0,0,0,68,1,1,0,0,0,0,0,0,0,0,20.5,1424.9,0,1,1,0,0,5+ years,66.27441860465116
1,0,0,0,14,1,0,0,0,0,0,0,0,0,1,24.8,321.7,1,0,1,0,0,1-2 years,12.468992248062015
0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,18.75,53.15,0,0,0,0,0,0-1 year,2.6911392405063292
0,0,1,0,71,1,1,0,0,0,0,0,0,0,1,20.9,1493.2,0,1,0,0,0,5+ years,68.18264840182648
0,0,1,1,72,1,0,0,0,0,0,0,0,0,1,26.25,1988.05,0,1,0,0,0,5+ years,72.9559633027523
0,0,1,1,72,1,0,2,0,0,0,1,0,0,0,109.7,8129.3,0,1,1,0,0,5+ years,73.43541102077687
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0,0,1,0,0,0-1 year,0.9513381995133819
0,0,1,1,55,1,0,1,0,1,0,0,0,0,1,85.1,4657.95,0,1,0,0,0,4-5 years,54.099303135888505
1,0,0,0,20,1,0,1,0,1,1,0,1,1,0,59.2,1191.2,0,0,0,0,0,1-2 years,19.78737541528239
1,0,1,1,63,1,0,1,0,1,0,0,1,0,0,75.7,4676.7,0,1,0,0,1,5+ years,60.973924380704034
0,0,1,1,60,1,0,2,0,0,1,1,0,1,0,94.15,5811.8,1,0,0,0,0,4-5 years,61.08039936941671
1,0,0,0,54,1,0,2,1,1,0,1,1,0,0,89.4,4869.5,0,0,1,0,0,4-5 years,53.866150442477874
1,0,0,1,30,1,0,0,0,0,0,0,0,0,0,25.35,723.3,1,0,0,0,0,2-4 years,27.44971537001897
0,0,0,0,56,1,1,0,0,0,0,0,0,0,1,19.55,1080.55,0,1,0,0,0,4-5 years,52.58150851581508
0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,20.05,20.05,0,0,0,0,1,0-1 year,0.9524940617577197
1,0,1,1,58,1,1,1,1,0,1,0,0,0,1,75.2,4300.8,1,0,1,0,0,4-5 years,56.44094488188976
1,0,1,1,62,1,0,2,1,1,0,1,0,1,1,89.1,5411.65,0,1,1,0,0,5+ years,60.062708102108765
1,0,1,1,51,1,0,2,0,0,1,0,0,0,0,110.05,5686.4,1,0,1,0,0,4-5 years,51.205763169743356
0,0,1,1,38,1,1,0,0,0,0,0,0,0,1,19.95,756.4,0,1,0,0,1,2-4 years,36.105011933174225
0,0,1,0,55,1,0,1,0,0,1,0,1,1,1,66.05,3462.1,1,0,1,0,0,4-5 years,51.634601043997016
1,0,0,0,58,1,1,0,0,0,0,0,0,0,0,20.8,1212.25,0,1,0,0,1,4-5 years,55.607798165137616
1,0,1,1,68,1,1,0,0,0,0,0,0,0,1,19.95,1303.25,0,1,0,0,0,5+ years,62.20763723150358
1,0,0,0,54,1,1,0,0,0,0,0,0,0,0,19.65,1008.7,0,1,1,0,0,4-5 years,48.84745762711865
0,0,1,0,44,1,1,1,0,0,0,1,1,1,1,61.5,2722.2,1,0,0,0,1,2-4 years,43.5552
1,0,1,1,53,1,1,1,1,0,1,0,0,1,0,65.0,3363.8,0,0,1,0,0,4-5 years,50.96666666666667
1,0,0,0,17,1,0,2,1,1,0,0,1,0,1,95.65,1640.0,0,0,0,0,0,1-2 years,16.968442834971547
1,0,1,1,72,1,0,2,1,1,0,1,1,0,1,90.8,6511.8,0,1,1,0,0,5+ years,70.93464052287582
0,0,0,0,69,1,1,1,0,1,0,0,0,0,1,82.45,5555.3,0,1,1,0,0,5+ years,66.57040143798682
1,0,0,0,35,1,1,0,0,0,0,0,0,0,0,20.6,754.0,1,0,0,0,0,2-4 years,34.907407407407405
1,0,0,0,71,1,0,2,0,1,1,0,1,0,0,97.65,6687.85,1,0,1,0,0,5+ years,67.79371515458692
0,0,1,1,72,1,0,1,0,1,0,0,0,0,1,84.2,5986.55,0,1,0,0,0,5+ years,70.26467136150235
0,0,1,1,71,1,1,0,0,0,0,0,0,0,0,19.85,1326.35,0,1,0,0,0,5+ years,63.61390887290167
1,0,1,1,72,1,1,0,0,0,0,0,0,0,0,21.0,1493.75,0,1,0,0,0,5+ years,67.89772727272727
0,0,0,0,25,1,1,0,0,0,0,0,0,0,0,19.9,527.5,1,0,1,0,0,2-4 years,25.23923444976077
1,0,1,0,61,1,0,1,0,0,0,0,1,0,1,80.8,4860.85,0,1,0,0,0,5+ years,59.42359413202934
1,0,1,0,38,1,1,0,0,0,0,0,0,0,0,20.4,743.5,0,1,0,0,0,2-4 years,34.74299065420561
1,0,1,1,24,1,1,0,0,0,0,0,0,0,0,20.25,439.75,1,0,0,0,1,1-2 years,20.694117647058825
0,0,1,1,6,1,0,2,1,0,0,1,0,1,1,94.05,518.75,0,0,0,0,1,0-1 year,5.457653866386113
0,0,0,0,20,1,1,0,0,0,0,0,0,0,1,19.35,433.75,1,0,1,0,0,1-2 years,21.314496314496314
0,0,1,1,59,1,1,1,1,0,1,0,0,0,1,75.95,4542.35,0,1,1,0,0,4-5 years,59.02988953866147
1,0,0,0,67,1,1,0,0,0,0,0,0,0,1,19.45,1195.95,1,0,0,0,1,5+ years,58.48166259168705
1,0,1,1,69,1,1,0,0,0,0,0,0,0,0,20.2,1376.5,0,1,0,0,0,5+ years,64.92924528301887
1,0,1,0,60,1,1,0,0,0,0,0,0,0,0,19.95,1258.15,0,1,0,0,1,4-5 years,60.05489260143199
0,0,1,1,54,1,0,1,0,1,1,0,1,1,0,60.0,3273.95,0,1,0,0,0,4-5 years,53.67131147540983
0,0,0,0,47,1,1,0,0,0,0,0,0,0,1,20.55,945.7,0,1,0,0,1,2-4 years,43.88399071925754
1,0,1,0,27,1,1,0,0,0,0,0,0,0,0,19.55,520.55,0,1,0,0,0,2-4 years,25.330900243309
1,0,1,0,66,1,0,2,0,0,0,0,0,0,0,115.8,7942.15,1,0,0,0,0,5+ years,67.9978595890411
0,0,1,0,37,1,1,0,0,0,0,0,0,0,1,19.85,717.5,1,0,0,0,0,2-4 years,34.412470023980816
1,0,0,1,71,1,1,1,0,0,0,0,0,1,1,76.9,5522.7,0,1,1,0,0,5+ years,70.89473684210526
0,0,1,1,34,1,0,0,0,0,0,0,0,0,0,24.95,894.3,0,1,1,0,0,2-4 years,34.46242774566474
1,0,1,0,63,1,0,1,1,0,1,0,1,0,0,67.25,4234.15,0,1,0,0,1,5+ years,62.038827838827835
1,0,1,0,10,1,1,0,0,0,0,0,0,0,0,19.6,189.45,1,0,0,0,0,0-1 year,9.196601941747572
0,0,0,0,41,1,0,2,1,1,0,1,0,0,0,98.05,3990.6,0,0,0,0,0,2-4 years,40.28874305906108
0,0,1,1,55,1,1,0,0,0,0,0,0,0,0,20.0,1087.25,0,0,1,0,0,4-5 years,51.773809523809526
0,0,1,0,55,1,1,1,0,0,1,0,1,1,0,56.8,3112.05,0,1,0,0,1,4-5 years,53.84169550173011
0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.1,19.1,0,0,0,0,1,0-1 year,0.9502487562189055
1,0,0,1,56,1,1,0,0,0,0,0,0,0,1,21.2,1238.65,1,0,0,0,1,4-5 years,55.79504504504505
0,0,1,0,65,1,0,2,1,0,0,0,0,0,1,107.65,7082.85,0,1,0,0,0,5+ years,65.18959963184537
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,20.0,20.0,0,0,0,0,1,0-1 year,0.9523809523809523
1,0,1,1,69,1,0,2,1,1,0,1,1,1,1,79.2,5420.65,0,1,1,0,0,5+ years,67.58915211970074
1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,49.05,49.05,0,0,0,0,1,0-1 year,0.98001998001998
1,0,0,0,27,1,1,0,0,0,0,0,0,0,1,19.4,460.25,0,0,1,0,0,2-4 years,22.561274509803923
0,0,1,1,65,1,0,0,0,0,0,0,0,0,1,25.3,1748.55,0,1,0,0,0,5+ years,66.4847908745247
1,0,1,1,47,1,0,1,0,0,0,0,0,0,1,90.5,4318.35,0,1,0,0,1,2-4 years,47.19508196721312
1,0,0,0,9,1,0,2,1,0,1,1,0,0,1,99.3,918.75,0,0,1,0,0,0-1 year,9.160019940179462
1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,19.75,19.75,0,0,0,0,1,0-1 year,0.9518072289156626
1,0,0,0,66,1,0,2,0,0,0,0,0,0,1,114.3,7383.7,1,0,0,0,0,5+ years,64.03902862098873
0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,20.4,63.15,0,0,0,0,1,0-1 year,2.9509345794392523
0,0,0,0,10,1,1,1,1,0,1,0,1,0,0,64.9,685.55,1,0,0,0,1,0-1 year,10.402883156297419
1,0,1,1,56,1,1,2,1,0,0,0,1,1,1,85.85,4793.8,1,0,0,0,1,4-5 years,55.19631548647093
0,0,0,0,71,1,0,2,0,0,0,1,0,0,1,106.75,7283.25,0,1,1,0,0,5+ years,67.5939675174014
0,0,1,0,22,1,1,2,1,1,1,1,0,1,1,80.0,1706.45,0,0,1,0,0,1-2 years,21.067283950617284
1,0,1,1,32,1,1,2,0,0,0,1,1,0,0,94.8,3131.55,1,0,0,0,1,2-4 years,32.688413361169104
1,0,1,1,44,1,1,0,0,0,0,0,0,0,0,20.6,926.0,1,0,0,0,0,2-4 years,42.87037037037037
1,0,0,0,60,1,0,2,1,0,1,1,0,1,1,89.9,5450.7,0,0,0,0,0,4-5 years,59.963696369636956
0,0,0,1,24,1,1,0,0,0,0,0,0,0,0,21.05,531.55,1,0,0,0,0,1-2 years,24.106575963718818
1,0,0,0,27,1,0,1,1,1,1,1,1,1,0,49.0,1291.35,0,0,0,0,1,2-4 years,25.826999999999998
0,0,1,1,71,1,0,0,0,0,0,0,0,0,0,23.9,1663.5,0,1,1,0,0,5+ years,66.80722891566265
0,0,0,0,40,1,0,1,1,1,0,0,0,0,1,80.75,3208.65,1,0,0,0,1,2-4 years,39.24954128440367
1,0,0,0,6,1,1,1,1,1,1,0,1,1,0,50.05,288.35,0,0,0,0,1,0-1 year,5.648383937316357
0,0,1,1,66,1,0,2,0,0,0,1,0,0,0,109.25,7082.5,0,1,0,0,0,5+ years,64.24036281179139
0,0,0,0,72,1,0,2,0,0,0,0,0,0,1,112.75,8192.6,0,1,1,0,0,5+ years,72.02285714285715
1,0,0,1,33,1,1,0,0,0,0,0,0,0,1,20.15,682.15,1,0,0,0,1,2-4 years,32.25295508274232
1,0,1,0,45,1,1,1,0,1,0,1,1,1,0,53.3,2296.25,0,1,1,0,0,2-4 years,42.28821362799263
1,0,0,0,19,1,1,0,0,0,0,0,0,0,1,19.7,386.5,1,0,1,0,0,1-2 years,18.671497584541065
1,0,1,1,58,1,0,2,1,0,1,0,0,1,1,94.7,5430.35,1,0,1,0,0,4-5 years,56.74346917450366
0,0,1,0,58,1,0,1,0,1,1,0,1,1,1,61.05,3478.75,1,0,0,0,0,4-5 years,56.06365834004835
1,0,0,0,52,1,0,2,1,1,0,1,1,0,1,89.45,4577.75,0,1,1,0,0,4-5 years,50.61083471531233
0,0,1,1,49,1,1,1,0,0,0,0,0,0,1,87.2,4345.0,1,0,0,0,1,4-5 years,49.26303854875283
1,0,0,0,21,1,1,0,0,0,0,0,0,0,0,20.5,402.85,0,0,1,0,0,1-2 years,18.73720930232558
0,0,0,0,64,1,0,2,0,0,0,0,0,0,1,115.1,7334.05,0,1,0,0,0,5+ years,63.17011197243756
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,19.3,19.3,0,0,1,0,0,0-1 year,0.9507389162561576
0,0,0,1,15,1,1,0,0,0,0,0,0,0,0,19.65,270.6,1,0,0,0,1,1-2 years,13.104116222760293
1,0,1,1,51,1,1,1,0,0,1,0,1,1,0,60.5,3121.45,0,1,1,0,0,4-5 years,50.755284552845524
0,0,1,1,59,1,1,0,0,0,0,0,0,0,0,19.5,1222.65,0,1,1,0,0,4-5 years,59.64146341463415
1,0,1,1,34,1,1,0,0,0,0,0,0,0,0,20.8,635.9,0,0,0,0,1,2-4 years,29.1697247706422
0,0,1,1,56,1,0,2,1,1,0,1,0,0,1,99.8,5515.45,1,0,1,0,0,4-5 years,54.71676587301587
1,0,0,0,23,1,1,2,1,0,1,1,0,0,0,95.3,2192.9,0,0,0,0,1,1-2 years,22.771547248182763
0,0,0,0,29,1,0,2,1,1,0,1,0,0,0,100.55,2878.75,0,0,0,0,0,2-4 years,28.348104382077796
0,0,1,0,47,1,1,1,1,0,1,1,0,1,1,58.6,2723.4,0,0,0,0,0,2-4 years,45.69463087248322
1,0,1,1,59,1,1,0,0,0,0,0,0,0,0,19.85,1188.25,0,1,0,0,1,4-5 years,56.99040767386091
0,0,1,0,64,1,1,0,0,0,0,0,0,0,0,19.45,1225.65,0,1,1,0,0,5+ years,59.933985330073355
1,0,1,1,46,1,1,1,0,1,0,0,0,0,0,81.0,3846.35,0,1,0,0,1,2-4 years,46.90670731707317
1,0,1,1,72,1,0,1,0,0,0,0,1,0,0,81.0,5750.0,0,1,1,0,0,5+ years,70.1219512195122
0,0,1,1,57,1,1,1,0,1,0,0,1,1,1,59.3,3274.35,1,0,0,0,1,4-5 years,54.300995024875625
1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,50.75,50.75,0,0,0,0,1,0-1 year,0.9806763285024155
1,0,0,1,15,1,1,1,0,1,0,1,1,0,0,64.85,950.75,1,0,0,0,1,1-2 years,14.438116932422172
1,0,1,1,51,1,1,1,0,1,1,0,0,0,1,76.4,3966.3,1,0,0,0,0,4-5 years,51.24418604651163
1,0,1,1,55,1,1,0,0,0,0,0,0,0,0,20.5,1177.95,0,1,0,0,1,4-5 years,54.788372093023256
0,0,1,1,69,1,0,2,0,1,0,1,1,1,0,84.45,5848.6,1,0,0,0,0,5+ years,68.4447045055588
0,0,0,0,53,1,1,2,1,0,0,1,0,0,1,100.3,5200.8,1,0,0,0,1,4-5 years,51.3405725567621
1,0,1,1,72,1,0,2,0,1,0,1,0,0,0,105.25,7609.75,0,1,0,0,0,5+ years,71.62117647058824
1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,50.15,50.15,0,0,0,0,1,0-1 year,0.9804496578690127
1,0,1,1,18,1,1,0,0,0,0,0,0,0,0,20.05,345.9,1,0,0,0,0,1-2 years,16.432304038004748
0,0,1,1,71,1,1,1,0,0,0,0,0,0,0,87.25,6328.7,0,1,1,0,0,5+ years,71.71331444759207
0,0,1,1,39,1,0,2,1,1,1,0,0,0,1,99.95,3767.4,0,0,1,0,0,2-4 years,37.31946508172363
0,0,0,0,66,1,0,2,1,1,0,1,0,1,1,92.15,6056.9,1,0,0,0,0,5+ years,65.02308105206656
1,0,1,1,69,1,0,0,0,0,0,0,0,0,1,26.0,1796.55,0,1,0,0,0,5+ years,66.53888888888889
0,0,1,1,47,1,1,0,0,0,0,0,0,0,0,20.25,873.4,0,1,1,0,0,2-4 years,41.101176470588236
0,0,1,0,7,1,1,2,1,1,1,1,1,1,1,69.2,477.55,0,0,0,0,0,0-1 year,6.802706552706552
1,0,1,1,63,1,1,2,1,0,0,1,1,1,1,80.3,4896.35,0,0,1,0,0,5+ years,60.22570725707258
0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,20.5,38.25,1,0,0,0,0,0-1 year,1.7790697674418605
0,0,0,0,11,1,1,1,1,1,1,0,0,0,0,70.5,829.3,0,0,0,0,1,0-1 year,11.598601398601398
1,0,1,0,68,1,1,1,0,0,0,1,1,0,0,70.95,4741.45,0,1,0,0,0,5+ years,65.89923558026406
0,0,1,0,72,1,0,2,0,0,0,0,1,1,1,97.0,7104.2,0,1,0,0,0,5+ years,72.49183673469388
1,0,0,0,10,1,1,1,1,1,1,1,1,1,0,46.0,492.1,0,0,0,0,1,0-1 year,10.470212765957447
1,0,0,1,10,1,1,0,0,0,0,0,0,0,1,19.95,219.5,1,0,0,0,0,0-1 year,10.477326968973747
0,0,0,0,59,1,0,1,0,1,1,0,1,0,0,68.7,4070.95,1,0,0,0,0,4-5 years,58.4067431850789
1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,20.15,130.5,0,0,0,0,0,0-1 year,6.170212765957447
1,0,0,0,42,1,1,0,0,0,0,0,0,0,1,19.55,839.4,1,0,0,0,1,2-4 years,40.84671532846715
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,25.7,251.6,0,1,0,0,0,0-1 year,9.423220973782772
1,0,1,1,62,1,1,2,0,0,1,1,1,1,1,81.45,4983.05,1,0,1,0,0,5+ years,60.43723468768951
0,0,0,0,60,1,1,2,0,1,0,0,0,0,1,104.95,6236.75,0,0,0,0,0,4-5 years,58.86503067484662
1,0,1,0,60,1,1,1,0,1,1,1,0,1,1,59.8,3561.15,1,0,0,0,1,4-5 years,58.57154605263158
1,0,1,1,67,1,1,1,0,1,0,0,1,0,0,67.85,4627.65,0,1,0,0,1,5+ years,67.21350762527233
1,0,0,0,44,1,1,0,0,0,0,0,0,0,0,19.5,835.5,1,0,1,0,0,2-4 years,40.75609756097561
1,0,1,0,22,1,1,1,0,1,1,1,0,1,1,59.75,1374.35,1,0,0,0,0,1-2 years,22.62304526748971
1,0,0,0,15,1,0,2,0,1,1,1,0,1,1,87.75,1242.2,0,0,0,0,0,1-2 years,13.99661971830986
1,0,0,0,8,1,1,0,0,0,0,0,0,0,1,20.45,162.3,0,0,1,0,0,0-1 year,7.566433566433568
1,0,1,0,35,1,0,2,1,1,1,0,0,1,1,91.5,3236.35,0,0,1,0,0,2-4 years,34.98756756756757
0,0,1,1,72,1,1,0,0,0,0,0,0,0,1,20.7,1482.3,0,1,0,0,1,5+ years,68.30875576036867
1,0,0,0,47,1,1,0,0,0,0,0,0,0,0,20.45,943.0,0,1,0,0,0,2-4 years,43.96270396270396
1,0,0,0,4,1,1,1,1,0,1,1,1,1,0,49.25,208.45,0,0,0,0,1,0-1 year,4.1482587064676615
0,0,1,1,69,1,0,2,0,0,0,0,0,0,0,113.25,7895.15,0,1,1,0,0,5+ years,69.10415754923413
0,0,1,0,17,1,0,1,1,0,1,1,0,0,1,75.4,1322.55,0,0,0,0,0,1-2 years,17.310863874345547
0,0,1,1,67,1,0,2,1,0,1,0,0,1,0,94.1,6302.8,0,1,1,0,0,5+ years,66.27549947423765
0,0,1,0,23,1,0,1,1,1,1,0,0,0,1,73.65,1642.75,0,0,1,0,0,1-2 years,22.0060281312793
1,0,0,0,17,1,1,0,0,0,0,0,0,0,1,20.1,279.5,1,0,0,0,1,1-2 years,13.246445497630331
1,0,0,1,14,1,1,0,0,0,0,0,0,0,0,19.95,268.4,0,0,0,0,1,1-2 years,12.811455847255369
1,0,1,0,72,1,1,0,0,0,0,0,0,0,0,20.7,1492.1,0,1,0,0,0,5+ years,68.76036866359446
0,0,0,0,19,1,1,0,0,0,0,0,0,0,0,19.9,367.55,0,0,0,0,1,1-2 years,17.586124401913878
1,0,0,1,5,1,1,0,0,0,0,0,0,0,0,20.2,83.75,0,0,0,0,1,0-1 year,3.9504716981132075
0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,20.65,155.9,0,0,0,0,1,0-1 year,7.200923787528869
0,0,0,0,71,1,1,1,0,0,0,0,0,1,0,77.35,5550.1,0,1,1,0,0,5+ years,70.83726866624123
0,0,1,1,70,1,1,0,0,0,0,0,0,0,1,20.15,1411.2,0,1,1,0,0,5+ years,66.72340425531915
0,0,0,0,52,1,0,1,0,1,0,0,0,1,0,74.0,3877.65,1,0,1,0,0,4-5 years,51.702
1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,48.75,48.75,0,0,0,0,1,0-1 year,0.9798994974874372
1,0,0,1,72,1,1,0,0,0,0,0,0,0,0,19.9,1529.65,0,1,1,0,0,5+ years,73.18899521531101
1,0,0,0,43,1,0,0,0,0,0,0,0,0,0,26.45,1110.05,0,1,0,0,0,2-4 years,40.43897996357013
0,0,0,0,37,1,0,2,0,0,0,1,1,1,0,91.2,3382.3,0,0,0,0,0,2-4 years,36.684381778741866
1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,70.45,70.45,0,0,0,0,0,0-1 year,0.9860041987403779
0,0,1,1,41,1,0,2,0,0,1,1,0,1,1,94.3,3893.6,0,0,0,0,0,2-4 years,40.85624344176286
0,0,1,1,72,1,0,0,0,0,0,0,0,0,0,24.9,1859.2,0,1,0,0,1,5+ years,71.78378378378379
1,0,1,0,40,1,0,2,1,0,0,1,0,0,1,106.0,4178.65,1,0,0,0,0,2-4 years,39.052803738317756
0,0,1,1,52,1,1,0,0,0,0,0,0,0,0,19.85,1070.5,0,1,0,0,1,4-5 years,51.34292565947242
1,0,1,1,66,1,0,1,1,1,0,1,0,1,1,63.3,4189.7,0,1,0,0,0,5+ years,65.15863141524106
0,0,1,1,72,1,0,0,0,0,0,0,0,0,0,25.1,1857.85,0,1,0,0,0,5+ years,71.18199233716474
1,0,1,0,52,1,0,2,1,0,1,0,1,0,1,95.65,5088.4,0,0,1,0,0,4-5 years,52.64769787894464
1,0,1,1,14,1,0,1,0,0,1,1,1,0,0,69.2,944.65,0,0,0,0,1,1-2 years,13.456552706552706
0,0,0,0,40,1,1,2,1,0,1,1,1,1,0,74.8,2971.7,0,0,1,0,0,2-4 years,39.20448548812665
1,0,0,0,22,1,0,0,0,0,0,0,0,0,1,24.85,493.4,0,0,1,0,0,1-2 years,19.08704061895551
1,0,1,1,12,1,1,0,0,0,0,0,0,0,0,19.7,258.35,0,1,0,0,1,0-1 year,12.480676328502417
0,0,1,1,70,1,1,1,0,1,1,0,0,0,0,75.35,5437.75,0,1,1,0,0,5+ years,71.22134905042567
0,0,1,1,58,1,0,1,0,1,0,0,0,1,0,75.8,4415.75,0,1,0,0,1,4-5 years,57.49674479166667
1,0,1,1,19,1,1,0,0,0,0,0,0,0,0,20.2,387.4,0,1,0,0,1,1-2 years,18.27358490566038
0,0,0,1,19,1,1,0,0,0,0,0,0,0,0,20.5,398.55,0,1,0,0,1,1-2 years,18.537209302325582
1,0,0,0,65,1,0,0,0,0,0,0,0,0,0,24.8,1600.95,1,0,1,0,0,5+ years,62.05232558139535
1,0,1,0,52,1,0,1,1,0,1,0,1,1,0,61.35,3169.55,0,0,0,0,0,4-5 years,50.83480352846833
1,0,0,0,62,1,1,1,0,0,1,1,0,0,1,74.3,4698.05,1,0,1,0,0,5+ years,62.39110225763613
1,0,1,1,72,1,1,0,0,0,0,0,0,0,0,19.4,1363.25,0,1,1,0,0,5+ years,66.82598039215686
0,0,1,1,10,1,1,1,1,0,0,1,1,0,1,65.9,660.05,1,0,0,0,1,0-1 year,9.866218236173392
0,0,0,1,41,1,1,1,1,1,1,1,1,1,0,45.2,1841.9,0,0,0,0,0,2-4 years,39.86796536796537
0,0,1,1,16,1,1,0,0,0,0,0,0,0,0,19.7,301.55,0,1,0,0,1,1-2 years,14.567632850241546
0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,19.3,54.7,0,0,0,0,1,0-1 year,2.6945812807881775
0,0,0,1,10,1,0,1,0,1,0,0,1,0,0,73.55,693.3,1,0,1,0,0,0-1 year,9.299798792756539
0,0,1,0,62,1,1,1,0,1,0,0,0,0,0,81.0,4985.9,0,1,0,0,1,5+ years,60.80365853658536
0,0,1,1,6,1,1,1,1,1,1,1,1,1,0,45.5,285.2,0,0,0,0,1,0-1 year,6.133333333333333
0,0,1,0,55,1,0,2,1,0,0,1,0,1,1,94.45,5073.1,0,0,1,0,0,4-5 years,53.14929282346779
0,0,0,0,40,1,1,0,0,0,0,0,0,0,0,20.15,804.85,0,1,0,0,1,2-4 years,38.05437352245863
1,0,1,1,25,1,0,0,0,0,0,0,0,0,0,25.5,630.6,0,1,1,0,0,2-4 years,23.796226415094342
1,0,0,1,51,1,1,1,1,1,1,0,1,1,0,47.85,2356.75,1,0,1,0,0,4-5 years,48.244626407369495
0,0,0,0,69,1,0,1,0,0,1,0,1,1,1,66.9,4577.9,0,1,0,0,1,5+ years,67.42120765832105
1,0,0,0,12,1,1,0,0,0,0,0,0,0,0,20.05,267.0,1,0,1,0,0,0-1 year,12.684085510688835
0,0,1,1,6,1,0,1,1,1,1,1,1,1,1,48.95,273.25,0,0,1,0,0,0-1 year,5.47047047047047
1,0,1,0,72,1,0,1,0,0,0,0,1,0,0,79.55,5810.9,0,1,1,0,0,5+ years,72.14028553693358
0,0,0,0,19,1,1,0,0,0,0,0,0,0,0,20.25,383.65,1,0,1,0,0,1-2 years,18.054117647058824
0,0,0,0,51,1,1,0,0,0,0,0,0,0,0,20.65,1020.75,0,1,0,0,0,4-5 years,47.14780600461894
1,0,1,0,31,1,1,1,1,1,0,0,1,0,1,66.4,2019.8,0,0,1,0,0,2-4 years,29.9673590504451
1,0,1,1,72,1,0,1,0,1,0,0,1,1,1,66.5,4811.6,0,1,1,0,0,5+ years,71.28296296296297
1,0,0,0,51,1,0,1,0,1,1,0,1,1,0,59.9,3043.6,1,0,1,0,0,4-5 years,49.97701149425287
0,0,1,1,46,1,1,0,0,0,0,0,0,0,1,19.25,864.2,0,1,0,0,1,2-4 years,42.67654320987655
